timestamp,ip_address,method,page,status,country,user_id,sales_rep,conversion_value,lead_value
01/01/1900 02:17,155.55.243.85,GET,/products/ai-assistant-premium.php,200,USA,user_98863,sarah.johnson,0,0
01/01/1900 00:00,155.55.243.85,GET,/quote-request.php,200,USA,user_98863,sarah.johnson,0,1368
01/01/1900 21:42,155.55.243.85,GET,/purchase.php,200,USA,user_98863,sarah.johnson,3422,0
01/01/1900 20:18,170.60.208.154,GET,/prototype.php,200,Australia,user_18245,jennifer.taylor,0,0
01/01/1900 03:34,170.60.208.154,GET,/products/prototype-enterprise.php,200,Australia,user_18245,jennifer.taylor,0,0
01/01/1900 08:11,170.60.208.154,GET,/sales-contact.php,200,Australia,user_18245,jennifer.taylor,0,0
01/01/1900 05:22,170.60.208.154,GET,/purchase.php,200,Australia,user_18245,jennifer.taylor,14993,0
01/01/1900 03:48,157.21.125.254,GET,/scheduledemo.php,200,Germany,user_71432,robert.wilson,0,0
01/01/1900 12:09,157.21.125.254,GET,/products/engineering-package-premium.php,200,Germany,user_71432,robert.wilson,0,0
01/01/1900 20:56,157.21.125.254,GET,/purchase.php,200,Germany,user_71432,robert.wilson,5335,0
01/01/1900 02:15,157.20.129.125,GET,/scheduledemo.php,200,Germany,user_19401,michael.williams,0,0
01/01/1900 14:29,157.20.129.125,GET,/products/engineering-package-premium.php,200,Germany,user_19401,michael.williams,0,0
01/01/1900 12:51,157.20.129.125,GET,/purchase.php,200,Germany,user_19401,michael.williams,4090,0
01/01/1900 01:22,155.56.27.140,GET,/index.html,200,USA,user_96380,sarah.johnson,0,0
01/01/1900 13:40,155.56.27.140,GET,/products/ai-assistant-premium.php,200,USA,user_96380,sarah.johnson,0,0
01/01/1900 04:57,155.56.27.140,GET,/quote-request.php,200,USA,user_96380,sarah.johnson,0,1595
01/01/1900 05:39,155.56.27.140,GET,/purchase.php,200,USA,user_96380,sarah.johnson,5866,0
01/01/1900 21:48,128.1.166.255,GET,/prototype.php,200,UK,user_34344,lisa.miller,0,0
01/01/1900 07:38,128.1.166.255,GET,/products/prototype-enterprise.php,200,UK,user_34344,lisa.miller,0,0
01/01/1900 08:03,128.1.166.255,GET,/sales-contact.php,200,UK,user_34344,lisa.miller,0,0
01/01/1900 16:06,128.1.166.255,GET,/purchase.php,200,UK,user_34344,lisa.miller,12503,0
01/01/1900 02:57,128.1.87.229,GET,/services.html,200,UK,user_41556,lisa.miller,0,0
01/01/1900 23:11,128.1.87.229,GET,/products/prototype-professional.php,200,UK,user_41556,lisa.miller,0,0
01/01/1900 13:17,128.1.87.229,GET,/pricing.php,200,UK,user_41556,lisa.miller,0,0
01/01/1900 04:01,128.1.87.229,GET,/quote-request.php,200,UK,user_41556,lisa.miller,0,1893
01/01/1900 12:15,128.1.87.229,GET,/purchase.php,200,UK,user_41556,lisa.miller,3143,0
01/01/1900 23:41,128.1.105.85,GET,/index.html,200,UK,user_16090,john.smith,0,0
01/01/1900 15:16,128.1.105.85,GET,/products/ai-assistant-premium.php,200,UK,user_16090,john.smith,0,0
01/01/1900 08:15,128.1.105.85,GET,/quote-request.php,200,UK,user_16090,john.smith,0,1753
01/01/1900 07:11,128.1.105.85,GET,/purchase.php,200,UK,user_16090,john.smith,5258,0
01/01/1900 10:41,155.56.144.106,GET,/ai-solutions/innovation.php,200,USA,user_52140,david.jones,0,0
01/01/1900 12:23,155.56.144.106,GET,/products/innovation-suite.php,200,USA,user_52140,david.jones,0,0
01/01/1900 15:14,155.56.144.106,GET,/quote-request.php,200,USA,user_52140,david.jones,0,693
01/01/1900 06:24,155.56.144.106,GET,/purchase.php,200,USA,user_52140,david.jones,1137,0
01/01/1900 06:34,175.71.137.176,GET,/prototype.php,200,Canada,user_96598,david.jones,0,0
01/01/1900 12:42,175.71.137.176,GET,/products/prototype-enterprise.php,200,Canada,user_96598,david.jones,0,0
01/01/1900 19:20,175.71.137.176,GET,/sales-contact.php,200,Canada,user_96598,david.jones,0,0
01/01/1900 21:41,175.71.137.176,GET,/purchase.php,200,Canada,user_96598,david.jones,9819,0
01/01/1900 11:30,128.2.140.80,GET,/ai-solutions/innovation.php,200,UK,user_16109,john.smith,0,0
01/01/1900 16:54,128.2.140.80,GET,/products/innovation-suite.php,200,UK,user_16109,john.smith,0,0
01/01/1900 08:12,128.2.140.80,GET,/quote-request.php,200,UK,user_16109,john.smith,0,530
01/01/1900 03:02,128.2.140.80,GET,/purchase.php,200,UK,user_16109,john.smith,2157,0
01/01/1900 11:55,128.1.14.233,GET,/scheduledemo.php,200,UK,user_83728,lisa.miller,0,0
01/01/1900 13:17,128.1.14.233,GET,/products/engineering-package-premium.php,200,UK,user_83728,lisa.miller,0,0
01/01/1900 06:29,128.1.14.233,GET,/purchase.php,200,UK,user_83728,lisa.miller,6153,0
01/01/1900 07:23,157.20.43.194,GET,/prototype.php,200,Germany,user_79515,michael.williams,0,0
01/01/1900 07:10,157.20.43.194,GET,/products/prototype-enterprise.php,200,Germany,user_79515,michael.williams,0,0
01/01/1900 07:18,157.20.43.194,GET,/sales-contact.php,200,Germany,user_79515,michael.williams,0,0
01/01/1900 00:51,157.20.43.194,GET,/purchase.php,200,Germany,user_79515,michael.williams,11169,0
01/01/1900 12:34,155.56.228.160,GET,/services.html,200,USA,user_57032,david.jones,0,0
01/01/1900 09:48,155.56.228.160,GET,/products/prototype-professional.php,200,USA,user_57032,david.jones,0,0
01/01/1900 09:21,155.56.228.160,GET,/pricing.php,200,USA,user_57032,david.jones,0,0
01/01/1900 01:57,155.56.228.160,GET,/quote-request.php,200,USA,user_57032,david.jones,0,1681
01/01/1900 12:06,155.56.228.160,GET,/purchase.php,200,USA,user_57032,david.jones,6516,0
01/01/1900 08:35,128.1.248.47,GET,/index.html,200,UK,user_10464,lisa.miller,0,0
01/01/1900 07:01,128.1.248.47,GET,/products/ai-assistant-premium.php,200,UK,user_10464,lisa.miller,0,0
01/01/1900 19:03,128.1.248.47,GET,/quote-request.php,200,UK,user_10464,lisa.miller,0,1643
01/01/1900 01:22,128.1.248.47,GET,/purchase.php,200,UK,user_10464,lisa.miller,5207,0
01/01/1900 15:44,157.20.127.186,GET,/prototype.php,200,Germany,user_52319,michael.williams,0,0
01/01/1900 09:04,157.20.127.186,GET,/products/prototype-enterprise.php,200,Germany,user_52319,michael.williams,0,0
01/01/1900 19:12,157.20.127.186,GET,/sales-contact.php,200,Germany,user_52319,michael.williams,0,0
01/01/1900 15:35,157.20.127.186,GET,/purchase.php,200,Germany,user_52319,michael.williams,10920,0
01/01/1900 05:01,157.20.87.228,GET,/prototype.php,200,Germany,user_13034,michael.williams,0,0
01/01/1900 13:56,157.20.87.228,GET,/products/prototype-enterprise.php,200,Germany,user_13034,michael.williams,0,0
01/01/1900 13:50,157.20.87.228,GET,/sales-contact.php,200,Germany,user_13034,michael.williams,0,0
01/01/1900 08:18,157.20.87.228,GET,/purchase.php,200,Germany,user_13034,michael.williams,8177,0
01/01/1900 02:25,128.2.186.126,GET,/ai-solutions/innovation.php,200,UK,user_83526,john.smith,0,0
01/01/1900 14:44,128.2.186.126,GET,/products/innovation-suite.php,200,UK,user_83526,john.smith,0,0
01/01/1900 12:43,128.2.186.126,GET,/quote-request.php,200,UK,user_83526,john.smith,0,741
01/01/1900 00:54,128.2.186.126,GET,/purchase.php,200,UK,user_83526,john.smith,1883,0
01/01/1900 23:21,157.21.226.22,GET,/scheduledemo.php,200,Germany,user_74545,robert.wilson,0,0
01/01/1900 23:29,157.21.226.22,GET,/products/engineering-package-premium.php,200,Germany,user_74545,robert.wilson,0,0
01/01/1900 00:06,157.21.226.22,GET,/purchase.php,200,Germany,user_74545,robert.wilson,6927,0
01/01/1900 03:31,155.55.187.155,GET,/index.html,200,USA,user_85592,david.jones,0,0
01/01/1900 03:23,155.55.187.155,GET,/products/ai-assistant-premium.php,200,USA,user_85592,david.jones,0,0
01/01/1900 01:11,155.55.187.155,GET,/quote-request.php,200,USA,user_85592,david.jones,0,1172
01/01/1900 06:15,155.55.187.155,GET,/purchase.php,200,USA,user_85592,david.jones,6318,0
01/01/1900 11:18,128.2.177.161,GET,/prototype.php,200,UK,user_96539,lisa.miller,0,0
01/01/1900 10:16,128.2.177.161,GET,/products/prototype-enterprise.php,200,UK,user_96539,lisa.miller,0,0
01/01/1900 13:40,128.2.177.161,GET,/sales-contact.php,200,UK,user_96539,lisa.miller,0,0
01/01/1900 14:22,128.2.177.161,GET,/purchase.php,200,UK,user_96539,lisa.miller,14049,0
01/01/1900 00:36,180.81.108.58,GET,/prototype.php,200,India,user_27105,jennifer.taylor,0,0
01/01/1900 12:31,180.81.108.58,GET,/products/prototype-enterprise.php,200,India,user_27105,jennifer.taylor,0,0
01/01/1900 21:32,180.81.108.58,GET,/sales-contact.php,200,India,user_27105,jennifer.taylor,0,0
01/01/1900 14:01,180.81.108.58,GET,/purchase.php,200,India,user_27105,jennifer.taylor,12929,0
01/01/1900 21:10,170.61.34.239,GET,/index.html,200,Australia,user_38212,emma.brown,0,0
01/01/1900 06:05,170.61.34.239,GET,/products/ai-assistant-premium.php,200,Australia,user_38212,emma.brown,0,0
01/01/1900 17:31,170.61.34.239,GET,/quote-request.php,200,Australia,user_38212,emma.brown,0,1099
01/01/1900 20:28,170.61.34.239,GET,/purchase.php,200,Australia,user_38212,emma.brown,4634,0
01/01/1900 08:22,128.2.88.245,GET,/index.html,200,UK,user_12709,john.smith,0,0
01/01/1900 20:28,128.2.88.245,GET,/products/ai-assistant-premium.php,200,UK,user_12709,john.smith,0,0
01/01/1900 05:50,128.2.88.245,GET,/quote-request.php,200,UK,user_12709,john.smith,0,1598
01/01/1900 09:42,128.2.88.245,GET,/purchase.php,200,UK,user_12709,john.smith,7860,0
01/01/1900 16:33,170.60.148.52,GET,/index.html,200,Australia,user_38407,emma.brown,0,0
01/01/1900 16:44,170.60.148.52,GET,/products/ai-assistant-premium.php,200,Australia,user_38407,emma.brown,0,0
01/01/1900 06:34,170.60.148.52,GET,/quote-request.php,200,Australia,user_38407,emma.brown,0,1789
01/01/1900 04:49,170.60.148.52,GET,/purchase.php,200,Australia,user_38407,emma.brown,6581,0
01/01/1900 05:13,170.61.12.66,GET,/index.html,200,Australia,user_65182,emma.brown,0,0
01/01/1900 23:08,170.61.12.66,GET,/products/ai-assistant-premium.php,200,Australia,user_65182,emma.brown,0,0
01/01/1900 15:11,170.61.12.66,GET,/quote-request.php,200,Australia,user_65182,emma.brown,0,1824
01/01/1900 05:14,170.61.12.66,GET,/purchase.php,200,Australia,user_65182,emma.brown,3846,0
01/01/1900 05:50,157.21.149.93,GET,/scheduledemo.php,200,Germany,user_61090,michael.williams,0,0
01/01/1900 07:08,157.21.149.93,GET,/products/engineering-package-premium.php,200,Germany,user_61090,michael.williams,0,0
01/01/1900 12:23,157.21.149.93,GET,/purchase.php,200,Germany,user_61090,michael.williams,3920,0
01/01/1900 15:24,180.80.109.203,GET,/ai-solutions/innovation.php,200,India,user_98519,jennifer.taylor,0,0
01/01/1900 02:40,180.80.109.203,GET,/products/innovation-suite.php,200,India,user_98519,jennifer.taylor,0,0
01/01/1900 06:54,180.80.109.203,GET,/quote-request.php,200,India,user_98519,jennifer.taylor,0,863
01/01/1900 16:53,180.80.109.203,GET,/purchase.php,200,India,user_98519,jennifer.taylor,1662,0
01/01/1900 08:10,175.71.140.58,GET,/scheduledemo.php,200,Canada,user_79912,david.jones,0,0
01/01/1900 21:42,175.71.140.58,GET,/products/engineering-package-premium.php,200,Canada,user_79912,david.jones,0,0
01/01/1900 01:18,175.71.140.58,GET,/purchase.php,200,Canada,user_79912,david.jones,4958,0
01/01/1900 06:41,155.56.76.145,GET,/services.html,200,USA,user_19836,sarah.johnson,0,0
01/01/1900 09:28,155.56.76.145,GET,/products/prototype-professional.php,200,USA,user_19836,sarah.johnson,0,0
01/01/1900 11:59,155.56.76.145,GET,/pricing.php,200,USA,user_19836,sarah.johnson,0,0
01/01/1900 14:16,155.56.76.145,GET,/quote-request.php,200,USA,user_19836,sarah.johnson,0,1386
01/01/1900 18:52,155.56.76.145,GET,/purchase.php,200,USA,user_19836,sarah.johnson,5505,0
01/01/1900 03:32,157.21.116.80,GET,/prototype.php,200,Germany,user_67571,michael.williams,0,0
01/01/1900 04:32,157.21.116.80,GET,/products/prototype-enterprise.php,200,Germany,user_67571,michael.williams,0,0
01/01/1900 16:59,157.21.116.80,GET,/sales-contact.php,200,Germany,user_67571,michael.williams,0,0
01/01/1900 06:18,157.21.116.80,GET,/purchase.php,200,Germany,user_67571,michael.williams,11976,0
01/01/1900 17:19,157.21.48.30,GET,/ai-solutions/innovation.php,200,Germany,user_27486,robert.wilson,0,0
01/01/1900 11:19,157.21.48.30,GET,/products/innovation-suite.php,200,Germany,user_27486,robert.wilson,0,0
01/01/1900 15:38,157.21.48.30,GET,/quote-request.php,200,Germany,user_27486,robert.wilson,0,978
01/01/1900 00:26,157.21.48.30,GET,/purchase.php,200,Germany,user_27486,robert.wilson,2232,0
01/01/1900 21:47,157.20.85.128,GET,/scheduledemo.php,200,Germany,user_45628,robert.wilson,0,0
01/01/1900 05:43,157.20.85.128,GET,/products/engineering-package-premium.php,200,Germany,user_45628,robert.wilson,0,0
01/01/1900 14:24,157.20.85.128,GET,/purchase.php,200,Germany,user_45628,robert.wilson,6360,0
01/01/1900 20:19,128.2.227.11,GET,/index.html,200,UK,user_90868,john.smith,0,0
01/01/1900 10:16,128.2.227.11,GET,/products/ai-assistant-premium.php,200,UK,user_90868,john.smith,0,0
01/01/1900 13:12,128.2.227.11,GET,/quote-request.php,200,UK,user_90868,john.smith,0,1859
01/01/1900 15:39,128.2.227.11,GET,/purchase.php,200,UK,user_90868,john.smith,4553,0
01/01/1900 02:12,160.30.99.107,GET,/services.html,200,France,user_50524,michael.williams,0,0
01/01/1900 01:35,160.30.99.107,GET,/products/prototype-professional.php,200,France,user_50524,michael.williams,0,0
01/01/1900 17:27,160.30.99.107,GET,/pricing.php,200,France,user_50524,michael.williams,0,0
01/01/1900 21:19,160.30.99.107,GET,/quote-request.php,200,France,user_50524,michael.williams,0,1731
01/01/1900 02:16,160.30.99.107,GET,/purchase.php,200,France,user_50524,michael.williams,4719,0
01/01/1900 18:43,165.41.43.126,GET,/scheduledemo.php,200,Japan,user_30763,emma.brown,0,0
01/01/1900 04:10,165.41.43.126,GET,/products/engineering-package-premium.php,200,Japan,user_30763,emma.brown,0,0
01/01/1900 05:18,165.41.43.126,GET,/purchase.php,200,Japan,user_30763,emma.brown,7154,0
01/01/1900 07:20,170.60.129.129,GET,/index.html,200,Australia,user_52830,emma.brown,0,0
01/01/1900 08:43,170.60.129.129,GET,/products/ai-assistant-premium.php,200,Australia,user_52830,emma.brown,0,0
01/01/1900 04:32,170.60.129.129,GET,/quote-request.php,200,Australia,user_52830,emma.brown,0,1108
01/01/1900 15:41,170.60.129.129,GET,/purchase.php,200,Australia,user_52830,emma.brown,4957,0
01/01/1900 09:46,157.21.246.16,GET,/services.html,200,Germany,user_10289,robert.wilson,0,0
01/01/1900 04:00,157.21.246.16,GET,/products/prototype-professional.php,200,Germany,user_10289,robert.wilson,0,0
01/01/1900 04:17,157.21.246.16,GET,/pricing.php,200,Germany,user_10289,robert.wilson,0,0
01/01/1900 19:02,157.21.246.16,GET,/quote-request.php,200,Germany,user_10289,robert.wilson,0,1638
01/01/1900 15:23,157.21.246.16,GET,/purchase.php,200,Germany,user_10289,robert.wilson,3625,0
01/01/1900 08:05,155.55.4.13,GET,/scheduledemo.php,200,USA,user_99090,david.jones,0,0
01/01/1900 12:22,155.55.4.13,GET,/products/engineering-package-premium.php,200,USA,user_99090,david.jones,0,0
01/01/1900 08:42,155.55.4.13,GET,/purchase.php,200,USA,user_99090,david.jones,5928,0
01/01/1900 18:49,157.20.24.121,GET,/ai-solutions/innovation.php,200,Germany,user_59047,michael.williams,0,0
01/01/1900 13:21,157.20.24.121,GET,/products/innovation-suite.php,200,Germany,user_59047,michael.williams,0,0
01/01/1900 03:40,157.20.24.121,GET,/quote-request.php,200,Germany,user_59047,michael.williams,0,764
01/01/1900 14:53,157.20.24.121,GET,/purchase.php,200,Germany,user_59047,michael.williams,2011,0
01/01/1900 18:16,128.1.154.176,GET,/ai-solutions/innovation.php,200,UK,user_77096,lisa.miller,0,0
01/01/1900 20:00,128.1.154.176,GET,/products/innovation-suite.php,200,UK,user_77096,lisa.miller,0,0
01/01/1900 06:01,128.1.154.176,GET,/quote-request.php,200,UK,user_77096,lisa.miller,0,526
01/01/1900 20:36,128.1.154.176,GET,/purchase.php,200,UK,user_77096,lisa.miller,1603,0
01/01/1900 09:51,155.56.0.112,GET,/scheduledemo.php,200,USA,user_59585,david.jones,0,0
01/01/1900 20:05,155.56.0.112,GET,/products/engineering-package-premium.php,200,USA,user_59585,david.jones,0,0
01/01/1900 08:13,155.56.0.112,GET,/purchase.php,200,USA,user_59585,david.jones,3875,0
01/01/1900 04:13,128.1.95.247,GET,/services.html,200,UK,user_45441,john.smith,0,0
01/01/1900 16:57,128.1.95.247,GET,/products/prototype-professional.php,200,UK,user_45441,john.smith,0,0
01/01/1900 01:39,128.1.95.247,GET,/pricing.php,200,UK,user_45441,john.smith,0,0
01/01/1900 08:27,128.1.95.247,GET,/quote-request.php,200,UK,user_45441,john.smith,0,1949
01/01/1900 20:38,128.1.95.247,GET,/purchase.php,200,UK,user_45441,john.smith,6679,0
01/01/1900 23:05,170.60.5.12,GET,/ai-solutions/innovation.php,200,Australia,user_89955,emma.brown,0,0
01/01/1900 02:12,170.60.5.12,GET,/products/innovation-suite.php,200,Australia,user_89955,emma.brown,0,0
01/01/1900 05:21,170.60.5.12,GET,/quote-request.php,200,Australia,user_89955,emma.brown,0,545
01/01/1900 01:27,170.60.5.12,GET,/purchase.php,200,Australia,user_89955,emma.brown,2381,0
01/01/1900 02:29,175.70.93.24,GET,/index.html,200,Canada,user_56852,david.jones,0,0
01/01/1900 12:24,175.70.93.24,GET,/products/ai-assistant-premium.php,200,Canada,user_56852,david.jones,0,0
01/01/1900 17:16,175.70.93.24,GET,/quote-request.php,200,Canada,user_56852,david.jones,0,1513
01/01/1900 00:20,175.70.93.24,GET,/purchase.php,200,Canada,user_56852,david.jones,6935,0
01/01/1900 19:17,157.20.97.87,GET,/index.html,200,Germany,user_54313,michael.williams,0,0
01/01/1900 08:43,157.20.97.87,GET,/products/ai-assistant-premium.php,200,Germany,user_54313,michael.williams,0,0
01/01/1900 12:12,157.20.97.87,GET,/quote-request.php,200,Germany,user_54313,michael.williams,0,1863
01/01/1900 01:50,157.20.97.87,GET,/purchase.php,200,Germany,user_54313,michael.williams,3246,0
01/01/1900 08:08,155.56.172.90,GET,/scheduledemo.php,200,USA,user_79058,david.jones,0,0
01/01/1900 06:47,155.56.172.90,GET,/products/engineering-package-premium.php,200,USA,user_79058,david.jones,0,0
01/01/1900 01:19,155.56.172.90,GET,/purchase.php,200,USA,user_79058,david.jones,5242,0
01/01/1900 23:20,155.56.216.152,GET,/prototype.php,200,USA,user_59840,sarah.johnson,0,0
01/01/1900 16:41,155.56.216.152,GET,/products/prototype-enterprise.php,200,USA,user_59840,sarah.johnson,0,0
01/01/1900 14:06,155.56.216.152,GET,/sales-contact.php,200,USA,user_59840,sarah.johnson,0,0
01/01/1900 09:55,155.56.216.152,GET,/purchase.php,200,USA,user_59840,sarah.johnson,13037,0
01/01/1900 20:12,165.41.70.36,GET,/services.html,200,Japan,user_22799,emma.brown,0,0
01/01/1900 22:31,165.41.70.36,GET,/products/prototype-professional.php,200,Japan,user_22799,emma.brown,0,0
01/01/1900 11:07,165.41.70.36,GET,/pricing.php,200,Japan,user_22799,emma.brown,0,0
01/01/1900 17:12,165.41.70.36,GET,/quote-request.php,200,Japan,user_22799,emma.brown,0,1035
01/01/1900 21:17,165.41.70.36,GET,/purchase.php,200,Japan,user_22799,emma.brown,5629,0
01/01/1900 20:10,180.81.137.6,GET,/services.html,200,India,user_43194,jennifer.taylor,0,0
01/01/1900 23:51,180.81.137.6,GET,/products/prototype-professional.php,200,India,user_43194,jennifer.taylor,0,0
01/01/1900 07:46,180.81.137.6,GET,/pricing.php,200,India,user_43194,jennifer.taylor,0,0
01/01/1900 21:30,180.81.137.6,GET,/quote-request.php,200,India,user_43194,jennifer.taylor,0,1921
01/01/1900 14:52,180.81.137.6,GET,/purchase.php,200,India,user_43194,jennifer.taylor,6211,0
01/01/1900 06:21,157.21.11.88,GET,/index.html,200,Germany,user_95052,robert.wilson,0,0
01/01/1900 08:44,157.21.11.88,GET,/products/ai-assistant-premium.php,200,Germany,user_95052,robert.wilson,0,0
01/01/1900 14:51,157.21.11.88,GET,/quote-request.php,200,Germany,user_95052,robert.wilson,0,1810
01/01/1900 12:45,157.21.11.88,GET,/purchase.php,200,Germany,user_95052,robert.wilson,3391,0
01/01/1900 07:56,165.40.100.37,GET,/ai-solutions/innovation.php,200,Japan,user_14820,jennifer.taylor,0,0
01/01/1900 21:59,165.40.100.37,GET,/products/innovation-suite.php,200,Japan,user_14820,jennifer.taylor,0,0
01/01/1900 09:24,165.40.100.37,GET,/quote-request.php,200,Japan,user_14820,jennifer.taylor,0,751
01/01/1900 01:21,165.40.100.37,GET,/purchase.php,200,Japan,user_14820,jennifer.taylor,2709,0
01/01/1900 02:57,128.1.145.38,GET,/services.html,200,UK,user_33162,lisa.miller,0,0
